Invoice Date,Month,Season,Product Name,Brand,Price,Discount Price,Quantity,Revenue
2024-07-14,July,Monsoon,Eggs - Farm Tray,Fresho,21.03,17.38,4,69.52
2024-06-12,June,Summer,Tomato,Fresho,74.72,55.41,0.25,13.8525
2024-07-28,July,Monsoon,Rice - Sona Masoori,BB Royal,162.21,133.28,0.25,33.32
2024-11-18,November,Festive,Milk - Full Cream - Pack 3,Amul,0.09,0.06,1500,90
2024-12-08,December,Festive,Toothpaste - Colgate,Colgate,286.88,192.15,5,960.75
2024-04-25,April,Summer,Maggi Noodles - Pack 3,MAGGI,0.29,0.21,500,105
2024-12-30,December,Festive,Tomato - Pack 3,Fresho,60.17,46.52,0.25,11.63
2024-11-29,November,Festive,Maggi Noodles - Pack 3,MAGGI,0.29,0.21,750,157.5
2024-07-30,July,Monsoon,Carrot - Pack 3,Fresho,120.5,95.86,2,191.72
2024-09-28,September,Monsoon,Detergent - Powder - Pack 3,Surf,278.7,228.3,0.25,57.075
2024-11-01,November,Festive,Tomato,Fresho,61.35,52.58,1,52.58
2024-11-12,November,Festive,Olive Oil - Extra Virgin - Pack 3,BORGES,2.46,1.95,500,975
2024-08-18,August,Monsoon,Rice - Sona Masoori,BB Royal,74.73,60.23,1,60.23
2024-02-17,February,Winter,Tea - Leaf - Pack 3,Red Label,0.31,0.25,750,187.5
2024-04-07,April,Summer,Tender Coconut Water - Pack 2,Fresho,0.46,0.31,250,77.5
2024-11-18,November,Festive,Detergent - Powder - Pack 2,Surf,336.84,238.58,0.5,119.29
2024-01-21,January,Winter,Olive Oil - Extra Virgin - Pack 3,BORGES,5.04,4.43,1000,4430
2024-04-06,April,Summer,Frozen Peas - Pack 3,Fresho,0.53,0.5,200,100
2024-04-21,April,Summer,Tea - Leaf - Pack 3,Red Label,0.17,0.12,1500,180
2024-06-19,June,Summer,Rice - Sona Masoori - Pack 2,BB Royal,149.77,126.39,3,379.17
2024-10-02,October,Festive,Olive Oil - Extra Virgin - Pack 3,BORGES,1.3,1.19,4000,4760
2024-10-25,October,Festive,Carrot - Pack 2,Fresho,132.91,105.11,0.25,26.2775
2024-03-01,March,Winter,Rice - Sona Masoori - Pack 2,BB Royal,142.26,121.91,0.25,30.4775
2024-09-02,September,Monsoon,Bread - Whole Wheat - Pack 3,Harvest,59.83,42.3,24,1015.2
2024-04-14,April,Summer,Bread - Whole Wheat - Pack 2,Harvest,44.06,36.47,1,36.47
2024-10-31,October,Festive,Detergent - Powder - Pack 2,Surf,277.76,206.91,3,620.73
2024-05-24,May,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,5.8,4.92,250,1230
2024-12-08,December,Festive,Milk - Full Cream - Pack 3,Amul,0.07,0.05,5000,250
2024-06-06,June,Summer,Tender Coconut Water - Pack 2,Fresho,0.26,0.22,200,44
2024-12-05,December,Festive,Rice - Sona Masoori - Pack 2,BB Royal,162.14,110.46,0.5,55.23
2024-08-26,August,Monsoon,Tea - Leaf - Pack 3,Red Label,0.56,0.52,1000,520
2024-11-30,November,Festive,Carrot - Pack 2,Fresho,87.46,65.08,1,65.08
2024-06-12,June,Summer,Frozen Peas,Fresho,0.77,0.63,500,315
2024-07-08,July,Monsoon,Tender Coconut Water - Pack 2,Fresho,0.5,0.39,750,292.5
2024-10-06,October,Festive,Tender Coconut Water - Pack 2,Fresho,0.19,0.13,1000,130
2024-04-23,April,Summer,Tomato - Pack 3,Fresho,80.72,54.79,5,273.95
2024-01-09,January,Winter,Detergent - Powder - Pack 3,Surf,155.22,126.33,5,631.65
2024-12-14,December,Festive,Tomato,Fresho,52.75,49.68,0.25,12.42
2024-08-01,August,Monsoon,Tea - Leaf - Pack 2,Red Label,0.51,0.47,2000,940
2024-10-26,October,Festive,Paneer - Fresh - Pack 2,Milky Mist,331,225.29,3,675.87
2024-11-18,November,Festive,Tea - Leaf,Red Label,0.25,0.18,500,90
2024-05-05,May,Summer,Tender Coconut Water - Pack 2,Fresho,0.14,0.11,5000,550
2024-06-21,June,Summer,Carrot - Pack 2,Fresho,133.77,93.08,0.25,23.27
2024-12-02,December,Festive,Milk - Full Cream - Pack 3,Amul,0.06,0.04,1500,60
2024-09-08,September,Monsoon,Paneer - Fresh - Pack 3,Milky Mist,355.22,240.53,3,721.59
2024-06-29,June,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,4.22,3.36,250,840
2024-12-09,December,Festive,Frozen Peas - Pack 3,Fresho,0.74,0.55,1000,550
2024-01-31,January,Winter,Milk - Full Cream - Pack 2,Amul,0.05,0.04,750,30
2024-02-08,February,Winter,Potato - Pack 3,Fresho,48.95,41.95,2,83.9
2024-01-25,January,Winter,Milk - Full Cream - Pack 2,Amul,0.04,0.03,100,3
2024-07-30,July,Monsoon,Tomato - Pack 3,Fresho,48.59,46.11,1,46.11
2024-12-20,December,Festive,Maggi Noodles - Pack 2,MAGGI,0.22,0.16,1500,240
2024-12-30,December,Festive,Milk - Full Cream,Amul,0.04,0.04,4000,160
2024-10-28,October,Festive,Bread - Whole Wheat - Pack 3,Harvest,47.49,36.47,4,145.88
2024-07-10,July,Monsoon,Tea - Leaf - Pack 2,Red Label,0.19,0.14,250,35
2024-12-21,December,Festive,Tea - Leaf,Red Label,0.18,0.17,1000,170
2024-09-04,September,Monsoon,Rice - Sona Masoori - Pack 2,BB Royal,98.72,71.31,0.5,35.655
2024-01-09,January,Winter,Paneer - Fresh - Pack 3,Milky Mist,516.28,456.04,2,912.08
2024-12-10,December,Festive,Milk - Full Cream,Amul,0.07,0.05,200,10
2024-01-09,January,Winter,Paneer - Fresh - Pack 3,Milky Mist,271.39,256.34,5,1281.7
2024-05-20,May,Summer,Potato,Fresho,34.15,31.16,3,93.48
2024-05-26,May,Summer,Paneer - Fresh - Pack 3,Milky Mist,482.84,418.13,0.5,209.065
2024-12-29,December,Festive,Carrot,Fresho,71.1,57.38,0.25,14.345
2024-04-01,April,Summer,Maggi Noodles - Pack 2,MAGGI,0.34,0.24,750,180
2024-10-13,October,Festive,Bread - Whole Wheat,Harvest,79.44,53.74,2,107.48
2024-05-03,May,Summer,Potato,Fresho,30.63,24.28,1,24.28
2024-12-07,December,Festive,Eggs - Farm Tray,Fresho,24.3,17.08,5,85.4
2024-11-15,November,Festive,Tomato - Pack 2,Fresho,63,42.32,10,423.2
2024-11-20,November,Festive,Paneer - Fresh,Milky Mist,358.69,259.75,5,1298.75
2024-11-21,November,Festive,Tomato,Fresho,62.79,46.28,3,138.84
2024-05-04,May,Summer,Milk - Full Cream - Pack 2,Amul,0.04,0.03,750,22.5
2024-04-25,April,Summer,Frozen Peas - Pack 3,Fresho,0.63,0.54,2000,1080
2024-10-11,October,Festive,Rice - Sona Masoori - Pack 2,BB Royal,85.5,79.65,1,79.65
2024-01-17,January,Winter,Detergent - Powder,Surf,164.28,131.91,0.5,65.955
2024-11-18,November,Festive,Onion,Fresho,79.93,65.08,0.5,32.54
2024-11-30,November,Festive,Paneer - Fresh,Milky Mist,509.39,374.32,0.25,93.58
2024-10-02,October,Festive,Detergent - Powder - Pack 3,Surf,176.31,161.71,3,485.13
2024-02-12,February,Winter,Carrot - Pack 2,Fresho,114.07,94.88,2,189.76
2024-08-10,August,Monsoon,Rice - Sona Masoori - Pack 2,BB Royal,88.54,79.11,0.25,19.7775
2024-06-18,June,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,1.73,1.5,200,300
2024-02-18,February,Winter,Olive Oil - Extra Virgin - Pack 3,BORGES,5.69,4.03,5000,20150
2024-01-22,January,Winter,Tender Coconut Water - Pack 2,Fresho,0.07,0.06,350,21
2024-12-28,December,Festive,Frozen Peas - Pack 2,Fresho,0.31,0.29,200,58
2024-08-31,August,Monsoon,Frozen Peas,Fresho,0.75,0.58,1500,870
2024-10-10,October,Festive,Maggi Noodles - Pack 2,MAGGI,0.38,0.29,250,72.5
2024-05-23,May,Summer,Milk - Full Cream - Pack 3,Amul,0.06,0.04,1500,60
2024-01-17,January,Winter,Olive Oil - Extra Virgin - Pack 3,BORGES,1.43,1.28,250,320
2024-11-10,November,Festive,Milk - Full Cream,Amul,0.06,0.05,500,25
2024-10-27,October,Festive,Rice - Sona Masoori - Pack 2,BB Royal,174.69,120.7,3,362.1
2024-07-22,July,Monsoon,Rice - Sona Masoori,BB Royal,145.1,125.36,10,1253.6
2024-06-02,June,Summer,Frozen Peas - Pack 2,Fresho,0.88,0.68,100,68
2024-10-31,October,Festive,Tea - Leaf,Red Label,0.43,0.34,250,85
2024-07-18,July,Monsoon,Olive Oil - Extra Virgin - Pack 3,BORGES,4.12,3.45,250,862.5
2024-06-18,June,Summer,Rice - Sona Masoori - Pack 3,BB Royal,68.12,50.59,1,50.59
2024-10-18,October,Festive,Onion - Pack 3,Fresho,43.33,40.72,10,407.2
2024-02-10,February,Winter,Tomato,Fresho,38.48,29.44,2,58.88
2024-06-26,June,Summer,Tea - Leaf,Red Label,0.46,0.34,1500,510
2024-11-25,November,Festive,Paneer - Fresh - Pack 2,Milky Mist,365.53,266.22,0.25,66.555
2024-10-10,October,Festive,Onion,Fresho,122.07,85.7,0.5,42.85
2024-12-18,December,Festive,Tender Coconut Water - Pack 3,Fresho,0.1,0.08,5000,400
2024-07-22,July,Monsoon,Tea - Leaf - Pack 3,Red Label,0.53,0.49,750,367.5
2024-06-16,June,Summer,Rice - Sona Masoori,BB Royal,172.16,120.77,1,120.77
2024-11-04,November,Festive,Potato - Pack 2,Fresho,30.08,26.07,0.5,13.035
2024-08-18,August,Monsoon,Tea - Leaf,Red Label,0.22,0.16,250,40
2024-07-01,July,Monsoon,Toothpaste - Colgate,Colgate,277.29,213.11,3,639.33
2024-07-11,July,Monsoon,Frozen Peas - Pack 3,Fresho,1.02,0.78,100,78
2024-07-13,July,Monsoon,Detergent - Powder - Pack 2,Surf,308.52,274.22,2,548.44
2024-12-19,December,Festive,Carrot - Pack 3,Fresho,108.18,80.38,3,241.14
2024-11-01,November,Festive,Olive Oil - Extra Virgin - Pack 2,BORGES,3.35,2.77,4000,11080
2024-02-12,February,Winter,Milk - Full Cream - Pack 3,Amul,0.07,0.06,2000,120
2024-11-18,November,Festive,Bread - Whole Wheat - Pack 3,Harvest,62.9,50.57,10,505.7
2024-03-19,March,Winter,Frozen Peas - Pack 2,Fresho,0.82,0.63,750,472.5
2024-06-11,June,Summer,Eggs - Farm Tray - Pack 2,Fresho,23.83,16.25,10,162.5
2024-10-12,October,Festive,Paneer - Fresh - Pack 2,Milky Mist,410.69,334.25,1,334.25
2024-11-09,November,Festive,Frozen Peas - Pack 2,Fresho,1.29,0.98,50,49
2024-05-18,May,Summer,Olive Oil - Extra Virgin,BORGES,5.89,4.97,250,1242.5
2024-10-12,October,Festive,Milk - Full Cream - Pack 2,Amul,0.05,0.04,350,14
2024-11-27,November,Festive,Detergent - Powder - Pack 3,Surf,361.24,282.2,10,2822
2024-09-19,September,Monsoon,Toothpaste - Colgate,Colgate,87.03,69.23,3,207.69
2024-01-14,January,Winter,Carrot,Fresho,91.01,69.37,0.5,34.685
2024-12-10,December,Festive,Eggs - Farm Tray - Pack 3,Fresho,18.53,16.98,5,84.9
2024-12-16,December,Festive,Tea - Leaf - Pack 2,Red Label,0.62,0.45,250,112.5
2024-07-16,July,Monsoon,Maggi Noodles,MAGGI,0.36,0.25,200,50
2024-11-22,November,Festive,Detergent - Powder - Pack 3,Surf,250.01,210.95,3,632.85
2024-10-11,October,Festive,Frozen Peas - Pack 2,Fresho,0.13,0.12,1000,120
2024-05-04,May,Summer,Bread - Whole Wheat,Harvest,68.74,55.19,6,331.14
2024-03-27,March,Winter,Tomato - Pack 2,Fresho,84,58.65,10,586.5
2024-03-27,March,Winter,Onion,Fresho,42.76,33.25,5,166.25
2024-11-08,November,Festive,Milk - Full Cream - Pack 3,Amul,0.06,0.05,2000,100
2024-10-19,October,Festive,Detergent - Powder - Pack 3,Surf,125.66,91.11,0.5,45.555
2024-11-25,November,Festive,Tea - Leaf - Pack 2,Red Label,0.6,0.46,1500,690
2024-11-08,November,Festive,Potato - Pack 3,Fresho,45.89,37.39,0.5,18.695
2024-02-09,February,Winter,Tomato - Pack 3,Fresho,64.3,46.41,1,46.41
2024-11-01,November,Festive,Olive Oil - Extra Virgin - Pack 3,BORGES,2.52,2.05,1000,2050
2024-09-10,September,Monsoon,Tender Coconut Water,Fresho,0.49,0.39,250,97.5
2024-04-10,April,Summer,Eggs - Farm Tray,Fresho,13.5,10.33,12,123.96
2024-03-10,March,Winter,Olive Oil - Extra Virgin - Pack 3,BORGES,6.42,4.99,4000,19960
2024-11-20,November,Festive,Paneer - Fresh,Milky Mist,517.7,433.03,0.25,108.2575
2024-12-19,December,Festive,Toothpaste - Colgate,Colgate,92.56,74.88,2,149.76
2024-11-12,November,Festive,Bread - Whole Wheat - Pack 3,Harvest,33.28,27.62,6,165.72
2024-08-08,August,Monsoon,Rice - Sona Masoori - Pack 3,BB Royal,70.78,58.62,0.25,14.655
2024-03-10,March,Winter,Tender Coconut Water - Pack 2,Fresho,0.13,0.12,4000,480
2024-12-17,December,Festive,Eggs - Farm Tray - Pack 3,Fresho,16.77,14.97,4,59.88
2024-04-12,April,Summer,Frozen Peas - Pack 2,Fresho,0.17,0.16,100,16
2024-03-31,March,Winter,Rice - Sona Masoori,BB Royal,56.55,41.51,0.5,20.755
2024-06-12,June,Summer,Tomato - Pack 2,Fresho,55.41,46.2,1,46.2
2024-12-28,December,Festive,Frozen Peas - Pack 3,Fresho,0.32,0.25,2000,500
2024-05-04,May,Summer,Paneer - Fresh - Pack 2,Milky Mist,579.02,386.91,3,1160.73
2024-11-05,November,Festive,Detergent - Powder - Pack 3,Surf,237.39,162.85,5,814.25
2024-07-20,July,Monsoon,Olive Oil - Extra Virgin,BORGES,2.18,2.02,100,202
2024-12-12,December,Festive,Eggs - Farm Tray,Fresho,6.52,4.85,5,24.25
2024-12-09,December,Festive,Onion,Fresho,93.87,69.62,0.25,17.405
2024-12-10,December,Festive,Detergent - Powder,Surf,121.28,84.2,1,84.2
2024-11-29,November,Festive,Rice - Sona Masoori - Pack 3,BB Royal,188.99,147.78,2,295.56
2024-04-17,April,Summer,Frozen Peas,Fresho,1.15,0.91,100,91
2024-05-29,May,Summer,Toothpaste - Colgate - Pack 3,Colgate,76.68,67.29,24,1614.96
2024-02-05,February,Winter,Tender Coconut Water - Pack 3,Fresho,0.5,0.47,2000,940
2024-07-28,July,Monsoon,Paneer - Fresh,Milky Mist,368.19,300.07,3,900.21
2024-03-12,March,Winter,Carrot - Pack 2,Fresho,114.63,94.74,0.25,23.685
2024-05-03,May,Summer,Milk - Full Cream - Pack 2,Amul,0.09,0.06,350,21
2024-10-20,October,Festive,Paneer - Fresh - Pack 3,Milky Mist,560.44,387.74,10,3877.4
2024-07-12,July,Monsoon,Onion - Pack 2,Fresho,52.4,43.53,3,130.59
2024-12-16,December,Festive,Tea - Leaf - Pack 2,Red Label,0.12,0.1,200,20
2024-07-24,July,Monsoon,Detergent - Powder - Pack 2,Surf,224.69,171.81,3,515.43
2024-08-02,August,Monsoon,Tender Coconut Water,Fresho,0.55,0.46,500,230
2024-07-03,July,Monsoon,Olive Oil - Extra Virgin - Pack 2,BORGES,2.04,1.83,250,457.5
2024-02-13,February,Winter,Olive Oil - Extra Virgin - Pack 2,BORGES,6.04,4.2,5000,21000
2024-11-01,November,Festive,Milk - Full Cream - Pack 2,Amul,0.07,0.06,2000,120
2024-06-30,June,Summer,Carrot,Fresho,85.07,65.4,5,327
2024-12-18,December,Festive,Frozen Peas - Pack 2,Fresho,0.31,0.22,100,22
2024-12-22,December,Festive,Carrot,Fresho,146.38,101.23,5,506.15
2024-07-23,July,Monsoon,Tea - Leaf - Pack 3,Red Label,0.3,0.22,1000,220
2024-06-18,June,Summer,Rice - Sona Masoori - Pack 2,BB Royal,64.35,56.72,5,283.6
2024-08-08,August,Monsoon,Tomato - Pack 3,Fresho,78.61,59.31,0.5,29.655
2024-10-13,October,Festive,Paneer - Fresh - Pack 3,Milky Mist,437.23,378.91,3,1136.73
2024-12-05,December,Festive,Onion - Pack 2,Fresho,90.14,71.29,1,71.29
2024-04-23,April,Summer,Maggi Noodles - Pack 3,MAGGI,0.44,0.36,1500,540
2024-07-19,July,Monsoon,Tea - Leaf,Red Label,0.35,0.31,1500,465
2024-09-13,September,Monsoon,Eggs - Farm Tray - Pack 3,Fresho,15.66,10.54,1,10.54
2024-10-04,October,Festive,Paneer - Fresh - Pack 3,Milky Mist,631.83,422.71,2,845.42
2024-05-31,May,Summer,Eggs - Farm Tray - Pack 2,Fresho,10.11,6.83,2,13.66
2024-02-13,February,Winter,Tender Coconut Water - Pack 2,Fresho,0.32,0.27,4000,1080
2024-10-19,October,Festive,Tender Coconut Water - Pack 3,Fresho,0.34,0.24,350,84
2024-11-13,November,Festive,Toothpaste - Colgate - Pack 3,Colgate,323.12,263.26,10,2632.6
2024-04-15,April,Summer,Frozen Peas - Pack 3,Fresho,0.79,0.55,2000,1100
2024-06-27,June,Summer,Onion - Pack 3,Fresho,81.21,57.1,3,171.3
2024-08-12,August,Monsoon,Onion - Pack 3,Fresho,95.05,89.03,0.5,44.515
2024-08-19,August,Monsoon,Tea - Leaf,Red Label,0.7,0.47,2000,940
2024-11-08,November,Festive,Eggs - Farm Tray,Fresho,15.97,11.03,5,55.15
2024-12-30,December,Festive,Milk - Full Cream,Amul,0.04,0.03,1500,45
2024-11-13,November,Festive,Potato,Fresho,64.1,47.81,5,239.05
2024-03-25,March,Winter,Potato - Pack 3,Fresho,40.44,30.79,5,153.95
2024-05-04,May,Summer,Detergent - Powder - Pack 3,Surf,199.02,166.47,3,499.41
2024-03-22,March,Winter,Onion - Pack 2,Fresho,89.67,65.42,0.5,32.71
2024-11-24,November,Festive,Eggs - Farm Tray,Fresho,6.51,5.44,12,65.28
2024-04-28,April,Summer,Rice - Sona Masoori - Pack 3,BB Royal,131.59,119.02,5,595.1
2024-04-04,April,Summer,Tomato - Pack 2,Fresho,58.26,53.53,5,267.65
2024-12-24,December,Festive,Frozen Peas,Fresho,1.1,0.74,1000,740
2024-01-15,January,Winter,Rice - Sona Masoori,BB Royal,107.55,100.54,0.5,50.27
2024-04-11,April,Summer,Carrot - Pack 2,Fresho,59.07,52.97,1,52.97
2024-08-07,August,Monsoon,Frozen Peas,Fresho,0.54,0.45,50,22.5
2024-12-30,December,Festive,Tender Coconut Water - Pack 2,Fresho,0.36,0.33,500,165
2024-11-05,November,Festive,Tomato - Pack 3,Fresho,61.71,53.02,0.5,26.51
2024-02-02,February,Winter,Tender Coconut Water - Pack 3,Fresho,0.56,0.43,1500,645
2024-04-05,April,Summer,Onion,Fresho,58.21,44.27,3,132.81
2024-10-26,October,Festive,Maggi Noodles,MAGGI,0.24,0.22,1500,330
2024-05-14,May,Summer,Toothpaste - Colgate - Pack 3,Colgate,150.19,115.86,1,115.86
2024-09-07,September,Monsoon,Rice - Sona Masoori,BB Royal,50.68,45.38,5,226.9
2024-06-09,June,Summer,Rice - Sona Masoori - Pack 3,BB Royal,59.61,55.99,1,55.99
2024-07-19,July,Monsoon,Toothpaste - Colgate,Colgate,155.4,142.64,5,713.2
2024-06-27,June,Summer,Tomato,Fresho,38,32.26,2,64.52
2024-11-28,November,Festive,Detergent - Powder,Surf,405.87,292.58,5,1462.9
2024-06-01,June,Summer,Bread - Whole Wheat - Pack 3,Harvest,28.11,23.73,1,23.73
2024-02-13,February,Winter,Bread - Whole Wheat - Pack 3,Harvest,73.47,52.81,10,528.1
2024-06-09,June,Summer,Olive Oil - Extra Virgin - Pack 3,BORGES,2.41,2.17,200,434
2024-11-09,November,Festive,Detergent - Powder - Pack 3,Surf,188.43,152.43,10,1524.3
2024-11-17,November,Festive,Eggs - Farm Tray - Pack 2,Fresho,15.16,13.79,4,55.16
2024-09-18,September,Monsoon,Frozen Peas - Pack 2,Fresho,1.25,0.99,2000,1980
2024-12-16,December,Festive,Detergent - Powder - Pack 3,Surf,249.01,173.95,3,521.85
2024-11-19,November,Festive,Paneer - Fresh - Pack 2,Milky Mist,634.21,478.13,3,1434.39
2024-09-06,September,Monsoon,Maggi Noodles - Pack 2,MAGGI,0.47,0.37,2000,740
2024-03-29,March,Winter,Carrot - Pack 3,Fresho,144.13,96.69,3,290.07
2024-09-07,September,Monsoon,Onion,Fresho,81.54,57.89,0.25,14.4725
2024-10-24,October,Festive,Frozen Peas - Pack 3,Fresho,1.21,0.81,250,202.5
2024-11-27,November,Festive,Tea - Leaf - Pack 3,Red Label,0.3,0.23,50,11.5
2024-07-02,July,Monsoon,Rice - Sona Masoori - Pack 2,BB Royal,150.3,110.47,0.5,55.235
2024-09-05,September,Monsoon,Paneer - Fresh - Pack 2,Milky Mist,373.6,292.33,10,2923.3
2024-11-19,November,Festive,Milk - Full Cream - Pack 3,Amul,0.04,0.03,100,3
2024-09-15,September,Monsoon,Tea - Leaf - Pack 2,Red Label,0.58,0.51,50,25.5
2024-07-28,July,Monsoon,Bread - Whole Wheat,Harvest,79.81,56.65,12,679.8
2024-07-31,July,Monsoon,Rice - Sona Masoori - Pack 3,BB Royal,71.78,57.09,0.5,28.545
2024-08-15,August,Monsoon,Olive Oil - Extra Virgin - Pack 2,BORGES,4.04,2.85,750,2137.5
2024-02-12,February,Winter,Frozen Peas - Pack 3,Fresho,1,0.84,50,42
2024-04-22,April,Summer,Frozen Peas - Pack 2,Fresho,0.61,0.58,750,435
2024-11-05,November,Festive,Toothpaste - Colgate,Colgate,417.29,287.86,6,1727.16
2024-11-06,November,Festive,Bread - Whole Wheat - Pack 2,Harvest,69.14,58.78,2,117.56
2024-11-28,November,Festive,Onion - Pack 2,Fresho,96.59,67.59,1,67.59
2024-09-10,September,Monsoon,Toothpaste - Colgate,Colgate,108.15,98.09,10,980.9
2024-02-27,February,Winter,Milk - Full Cream - Pack 2,Amul,0.06,0.05,750,37.5
2024-05-17,May,Summer,Potato - Pack 3,Fresho,60.2,42.3,2,84.6
2024-07-06,July,Monsoon,Milk - Full Cream - Pack 2,Amul,0.06,0.05,350,17.5
2024-01-22,January,Winter,Bread - Whole Wheat - Pack 3,Harvest,74.67,51.11,1,51.11
2024-08-13,August,Monsoon,Tender Coconut Water - Pack 2,Fresho,0.08,0.06,2000,120
2024-08-05,August,Monsoon,Maggi Noodles - Pack 3,MAGGI,0.16,0.11,200,22
2024-12-23,December,Festive,Frozen Peas - Pack 2,Fresho,0.41,0.34,2000,680
2024-06-01,June,Summer,Tomato,Fresho,36.5,34.23,10,342.3
2024-01-17,January,Winter,Tea - Leaf,Red Label,0.13,0.11,2000,220
2024-06-27,June,Summer,Onion - Pack 3,Fresho,72.51,50,5,250
2024-02-14,February,Winter,Tomato,Fresho,36.19,26.01,3,78.03
2024-03-01,March,Winter,Rice - Sona Masoori - Pack 2,BB Royal,73.17,62.06,0.5,31.03
2024-05-01,May,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,5.53,4.09,750,3067.5
2024-12-15,December,Festive,Paneer - Fresh - Pack 3,Milky Mist,298.13,282.09,0.5,141.045
2024-08-07,August,Monsoon,Rice - Sona Masoori,BB Royal,75.74,62.72,3,188.16
2024-10-18,October,Festive,Milk - Full Cream - Pack 3,Amul,0.04,0.03,500,15
2024-04-15,April,Summer,Milk - Full Cream,Amul,0.04,0.04,4000,160
2024-06-28,June,Summer,Rice - Sona Masoori,BB Royal,48.45,45.58,1,45.58
2024-03-27,March,Winter,Detergent - Powder - Pack 2,Surf,178.98,164.39,0.25,41.0975
2024-12-30,December,Festive,Tea - Leaf - Pack 2,Red Label,0.64,0.44,200,88
2024-12-13,December,Festive,Rice - Sona Masoori - Pack 2,BB Royal,128.33,107.79,10,1077.9
2024-12-05,December,Festive,Eggs - Farm Tray,Fresho,7.71,5.26,24,126.24
2024-02-18,February,Winter,Tender Coconut Water - Pack 3,Fresho,0.16,0.11,4000,440
2024-11-22,November,Festive,Detergent - Powder - Pack 3,Surf,244.76,180.23,2,360.46
2024-05-21,May,Summer,Frozen Peas,Fresho,0.74,0.5,1500,750
2024-03-05,March,Winter,Carrot,Fresho,138.62,113.03,10,1130.3
2024-03-08,March,Winter,Detergent - Powder - Pack 3,Surf,366.88,253.53,5,1267.65
2024-12-31,December,Festive,Tender Coconut Water - Pack 3,Fresho,0.08,0.06,1500,90
2024-11-01,November,Festive,Bread - Whole Wheat - Pack 2,Harvest,43.33,38.45,12,461.4
2024-07-20,July,Monsoon,Bread - Whole Wheat - Pack 2,Harvest,49.7,40.32,3,120.96
2024-05-17,May,Summer,Frozen Peas,Fresho,0.48,0.36,100,36
2024-07-11,July,Monsoon,Milk - Full Cream - Pack 2,Amul,0.05,0.04,2000,80
2024-02-17,February,Winter,Paneer - Fresh,Milky Mist,542.29,364.38,3,1093.14
2024-05-22,May,Summer,Tea - Leaf,Red Label,0.34,0.24,100,24
2024-07-07,July,Monsoon,Toothpaste - Colgate - Pack 2,Colgate,352.77,283.14,10,2831.4
2024-09-06,September,Monsoon,Bread - Whole Wheat,Harvest,53.88,47.77,24,1146.48
2024-10-01,October,Festive,Detergent - Powder,Surf,138.61,105.15,0.25,26.2875
2024-02-17,February,Winter,Milk - Full Cream - Pack 3,Amul,0.04,0.03,2000,60
2024-08-22,August,Monsoon,Milk - Full Cream - Pack 2,Amul,0.03,0.03,1000,30
2024-07-02,July,Monsoon,Toothpaste - Colgate - Pack 3,Colgate,189.64,141.5,10,1415
2024-09-30,September,Monsoon,Potato,Fresho,100.03,69.02,0.25,17.255
2024-11-24,November,Festive,Rice - Sona Masoori - Pack 2,BB Royal,166.11,123.28,10,1232.8
2024-09-10,September,Monsoon,Tender Coconut Water - Pack 2,Fresho,0.24,0.18,2000,360
2024-11-06,November,Festive,Tender Coconut Water - Pack 2,Fresho,0.2,0.14,350,49
2024-12-13,December,Festive,Milk - Full Cream - Pack 2,Amul,0.07,0.05,4000,200
2024-12-02,December,Festive,Tender Coconut Water,Fresho,0.66,0.5,750,375
